flow,fy_start,hs_code,commodity,prev_year_usd_mn,cur_year_usd_mn,growth_pct,header,pulled_on
imports,2024,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS ...",3638.66,2873.61,-21.03,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARA...",2099.46,1410.76,-32.8,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICAT...",1193.35,1475.17,23.62,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,853.44,973.58,14.08,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTA...,20.54,23.58,14.8,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,215.69,234.39,8.67,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,38,MISCELLANEOUS CHEMICAL PRODUCTS.,7429.97,8013.56,7.85,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,39,PLASTIC AND ARTICLES THEREOF.,21830.6,22116.05,1.31,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,40,RUBBER AND ARTICLES THEREOF.,3914.05,4633.14,18.37,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,400.99,425.92,6.22,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND...",508.5,506.65,-0.36,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",6.24,6.48,3.84,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2276.39,2630.16,15.54,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,45,CORK AND ARTICLES OF CORK.,11.65,12.4,6.5,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; B...",8.91,9.48,6.35,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCR...,3137.29,3247.45,3.51,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERB...",3018.23,3271.47,8.39,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRIN...",301.38,230.15,-23.63,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,50,SILK,208.54,176.96,-15.15,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",307.51,292.25,-4.96,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,52,COTTON.,791.01,1418.55,79.33,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAP...,625.17,672.73,7.61,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,54,MAN-MADE FILAMENTS.,1656.2,1514.46,-8.56,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,55,MAN-MADE STAPLE FIBRES.,900.96,840.14,-6.75,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES A...",418.78,474.56,13.32,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,157.4,174.33,10.75,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TR...,199.56,227.67,14.09,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ...",772.28,808.56,4.7,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,60,KNITTED OR CROCHETED FABRICS.,728.08,894.11,22.8,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",637.75,730.6,14.56,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHE...",850.89,911.96,7.18,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTIL...,641.38,635.56,-0.91,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",723.82,679.23,-6.16,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,65,HEADGEAR AND PARTS THEREOF.,44.65,42.67,-4.43,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING...",49.91,52.21,4.61,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN...,45.96,34.58,-24.76,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATER...",1010.89,1070.82,5.93,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,69,CERAMIC PRODUCTS.,966.86,964.27,-0.27,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,70,GLASS AND GLASSWARE.,1783.66,2198.49,23.26,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.META...",78473.55,88975.66,13.38,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,72,IRON AND STEEL,18645.68,17400.28,-6.68,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,73,ARTICLES OF IRON OR STEEL,5112.65,5259.24,2.87,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,74,COPPER AND ARTICLES THEREOF.,9234.76,10759.81,16.51,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,75,NICKEL AND ARTICLES THEREOF.,1341.31,1236.53,-7.81,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,76,ALUMINIUM AND ARTICLES THEREOF.,6864.14,8272.99,20.52,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,78,LEAD AND ARTICLES THEREOF.,1093.38,1279.63,17.03,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,79,ZINC AND ARTICLES THEREOF.,779.8,822.1,5.42,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,80,TIN AND ARTICLES THEREOF.,338.88,494.65,45.97,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,665.48,679.11,2.05,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS T...",1360.67,1491.02,9.58,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,83,MISCELLANEOUS ARTICLES OF BASE METAL.,1206.07,1258.64,4.36,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PAR...",57408.94,64302.12,12.01,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDE...,79300.69,88596.42,11.72,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RA...",776.69,748.25,-3.66,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND...",7609.79,8259.18,8.53,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",12697.54,13911.59,9.56,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",3747.12,4626.99,23.48,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION...",12922.25,13842.14,7.12,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,91,CLOCKS AND WATCHES AND PARTS THEREOF.,579.53,654.58,12.95,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,67.94,76.02,11.89,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,144.46,118.56,-17.93,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIM...",1591.22,1718.6,8.01,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",517.6,544.93,5.28,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,96,MISCELLANEOUS MANUFACTURED ARTICLES.,739.95,671.66,-9.23,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,466.09,269.64,-42.15,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,98,PROJECT GOODS; SOME SPECIAL USES.,1467.73,1163.12,-20.75,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
imports,2024,99,MISCELLANEOUS GOODS.,10.23,6.51,-36.38,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 19.11 | 0.0028 | 26.24 | 0.0036 | 37.31 | India's Total Import | 678,214.77 |  | 721,200.22 |  | 6.34",2026-07-21
